Job Role,Company Name,Location,Date Posted,Apply Link,Company Link,No. of Applicants,Job Description,Source,website,apply_link_url
Account Executive - Revenue Generation - University of Oregon,Learfield IMG College,"Eugene, OR",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--f0b88634-c347-444d-8e4e-b8a167628acb,https://www.learfieldimgcollege.com,Actively Hiring,"Learfield IMG College Account Executive - Revenue Generation - University of Oregon Eugene, OR $15.55 / hour 30+ days ago",CareerBuilder,https://www.learfieldimgcollege.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--f0b88634-c347-444d-8e4e-b8a167628acb
Account Executive - Revenue Generation - University of Florida,Learfield IMG College,"Gainesville, FL",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--07a004de-69c1-4de3-be02-cd63e3e00b90,https://www.learfieldimgcollege.com,Actively Hiring,"Learfield IMG College Account Executive - Revenue Generation - University of Florida Gainesville, FL $15 / hour 30+ days ago",CareerBuilder,https://www.learfieldimgcollege.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--07a004de-69c1-4de3-be02-cd63e3e00b90
Demand Generation Lead,Europe & America,Indiana,2026-08-19,https://www.careerbuilder.com/job-details/demand-generation-lead-in--cd1786ca-40a7-4bf6-a149-9a02bc064abb,https://www.europeamerica.com,Actively Hiring,Europe & America Demand Generation Lead Indiana Remote 30+ days ago,CareerBuilder,https://www.europeamerica.com,https://www.careerbuilder.com/job-details/demand-generation-lead-in--cd1786ca-40a7-4bf6-a149-9a02bc064abb
Senior Demand Generation Lead,Chamberlain Group,"Oak Brook, Illinois",2026-09-11,https://www.careerbuilder.com/job-details/senior-demand-generation-lead-oak-brook-il--41f59b79-be61-4a5e-9d37-6e7e8ea9ca7a,https://www.chamberlain.com,Actively Hiring,"Chamberlain Group Senior Demand Generation Lead Oak Brook, Illinois $129,700–$209,200 / year 7 days ago",CareerBuilder,https://www.chamberlain.com,https://www.careerbuilder.com/job-details/senior-demand-generation-lead-oak-brook-il--41f59b79-be61-4a5e-9d37-6e7e8ea9ca7a
Demand Generation Lead,PreVeil LLC,"Boston, MA",2026-09-11,https://www.careerbuilder.com/job-details/demand-generation-lead-boston-ma--9e288829-5fd4-4780-a7f5-95cbd97a8937,https://www.preveil.com,Actively Hiring,"Role: Demand Generation Lead | Company: PreVeil LLC | Location: Boston, MA",CareerBuilder,https://www.preveil.com,https://www.careerbuilder.com/job-details/demand-generation-lead-boston-ma--9e288829-5fd4-4780-a7f5-95cbd97a8937
Account Executive - Revenue Generation - University of Florida,Learfield,"Gainesville, Florida",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--550a7acd-d98c-41ca-87ab-e0a921eef352,https://www.learfield.com,Actively Hiring,"Learfield Account Executive - Revenue Generation - University of Florida Gainesville, Florida 30+ days ago",CareerBuilder,https://www.learfield.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--550a7acd-d98c-41ca-87ab-e0a921eef352
Demand Generation Lead,PreVeil,"Boston, Massachusetts",2026-09-08,https://www.careerbuilder.com/job-details/demand-generation-lead-boston-ma--f0f3ae6d-b0b5-4d9f-a673-5498af8ad82d,https://www.preveil.com,Actively Hiring,"PreVeil Demand Generation Lead Boston, Massachusetts 10 days ago",CareerBuilder,https://www.preveil.com,https://www.careerbuilder.com/job-details/demand-generation-lead-boston-ma--f0f3ae6d-b0b5-4d9f-a673-5498af8ad82d
"Strategic Account Executive, Power & Grid - Power Generation","Schneider Electric USA, Inc","Houston, TX",2026-08-29,https://www.careerbuilder.com/job-details/strategic-account-executive-power-grid-power-generation-houston-tx--0470e94f-59c9-4646-8b9e-12fffa685a34,https://www.schneiderelectricusa.com,Actively Hiring,"Schneider Electric USA, Inc Strategic Account Executive, Power & Grid - Power Generation Houston, TX Full time 20 days ago",CareerBuilder,https://www.schneiderelectricusa.com,https://www.careerbuilder.com/job-details/strategic-account-executive-power-grid-power-generation-houston-tx--0470e94f-59c9-4646-8b9e-12fffa685a34
Senior Auto Sales Executive – Outside Sales & Account Generation,D&M Auto Leasing,"Austin, Texas",2026-08-19,https://www.careerbuilder.com/job-details/senior-auto-sales-executive-outside-sales-account-generation-austin-tx--1e0a7853-2f79-4794-a8ad-89a29aeb8091,https://www.dmautoleasing.com,Actively Hiring,"D&M Auto Leasing Senior Auto Sales Executive – Outside Sales & Account Generation Austin, Texas 30+ days ago",CareerBuilder,https://www.dmautoleasing.com,https://www.careerbuilder.com/job-details/senior-auto-sales-executive-outside-sales-account-generation-austin-tx--1e0a7853-2f79-4794-a8ad-89a29aeb8091
Demand Generation Lead,Attio Ltd,"New York, NY",2026-08-19,https://www.careerbuilder.com/job-details/demand-generation-lead-new-york-ny--80562796-339c-45ae-a694-6762c66a9d0f,https://www.attioltd.com,Actively Hiring,"Attio Ltd Demand Generation Lead New York, NY $185,000–$225,000 / year 30+ days ago",CareerBuilder,https://www.attioltd.com,https://www.careerbuilder.com/job-details/demand-generation-lead-new-york-ny--80562796-339c-45ae-a694-6762c66a9d0f
Lead Generation Sales,Stargate HR,"Tampa, Florida",2026-08-19,https://www.careerbuilder.com/job-details/lead-generation-sales-tampa-fl--d4d5d32b-0bd2-49a0-8430-5cc58662ce58,https://www.stargatehr.com,Actively Hiring,"Stargate HR Lead Generation Sales Tampa, Florida 30+ days ago",CareerBuilder,https://www.stargatehr.com,https://www.careerbuilder.com/job-details/lead-generation-sales-tampa-fl--d4d5d32b-0bd2-49a0-8430-5cc58662ce58
North America Proactive Large Deal Generation Pre-Sales Lead - US Remote,"NTT DATA Services, LLC","Plano, TX",2026-08-19,https://www.careerbuilder.com/job-details/north-america-proactive-large-deal-generation-pre-sales-lead-us-remote-plano-tx--dddaf77f-b3dc-41dd-9f2c-b9c3d56cd5a7,https://www.nttdata.com,Actively Hiring,"NTT DATA Services, LLC North America Proactive Large Deal Generation Pre-Sales Lead - US Remote Plano, TX Remote $225,000–$450,000 / year 30+ days ago",CareerBuilder,https://www.nttdata.com,https://www.careerbuilder.com/job-details/north-america-proactive-large-deal-generation-pre-sales-lead-us-remote-plano-tx--dddaf77f-b3dc-41dd-9f2c-b9c3d56cd5a7
Demand Generation Lead,Perplexity,"San Francisco, California",2026-08-19,https://www.careerbuilder.com/job-details/demand-generation-lead-san-francisco-ca--d7954791-551d-402f-80e6-1f64661bd69a,https://www.perplexity.com,Actively Hiring,"Perplexity Demand Generation Lead San Francisco, California 30+ days ago",CareerBuilder,https://www.perplexity.com,https://www.careerbuilder.com/job-details/demand-generation-lead-san-francisco-ca--d7954791-551d-402f-80e6-1f64661bd69a
Industrial Marketing & Demand Generation Lead,Pen Manufacturing,"Anaheim, California",2026-08-19,https://www.careerbuilder.com/job-details/industrial-marketing-demand-generation-lead-anaheim-ca--f6473f00-ba9b-47b1-b8a6-5d4bb1b17cd8,https://www.penmanufacturing.com,Actively Hiring,"Pen Manufacturing Industrial Marketing & Demand Generation Lead Anaheim, California 30+ days ago",CareerBuilder,https://www.penmanufacturing.com,https://www.careerbuilder.com/job-details/industrial-marketing-demand-generation-lead-anaheim-ca--f6473f00-ba9b-47b1-b8a6-5d4bb1b17cd8
Account Executive - Revenue Generation - University Of Oregon,LEARFIELD,"Eugene, OR",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--78be3aaf-a66c-4c92-941c-c5d618141fb2,https://www.learfield.com,Actively Hiring,"LEARFIELD Account Executive - Revenue Generation - University Of Oregon Eugene, OR $15.55 / hour 30+ days ago",CareerBuilder,https://www.learfield.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--78be3aaf-a66c-4c92-941c-c5d618141fb2
Account Executive - Revenue Generation - University Of Florida,LEARFIELD,"Gainesville, FL",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--4692db9f-eb80-4e06-b000-ef1a61665a90,https://www.learfield.com,Actively Hiring,"LEARFIELD Account Executive - Revenue Generation - University Of Florida Gainesville, FL $15 / hour 30+ days ago",CareerBuilder,https://www.learfield.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--4692db9f-eb80-4e06-b000-ef1a61665a90
Account Executive - Revenue Generation - University of Florida,Learfield Amplify,"Gainesville, Florida",2026-09-04,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--8cd44ca4-4096-43fb-afae-b0ba1eabb1e6,https://www.learfieldamplify.com,Actively Hiring,"Learfield Amplify Account Executive - Revenue Generation - University of Florida Gainesville, Florida $15 / hour 14 days ago",CareerBuilder,https://www.learfieldamplify.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-florida-gainesville-fl--8cd44ca4-4096-43fb-afae-b0ba1eabb1e6
Account Executive - Revenue Generation - University of Oregon,Learfield Amplify,"Eugene, Oregon",2026-08-19,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--72c337ca-fd06-4c71-b67d-c15857d4e8aa,https://www.learfieldamplify.com,Actively Hiring,"Learfield Amplify Account Executive - Revenue Generation - University of Oregon Eugene, Oregon $15.55 / hour 30+ days ago",CareerBuilder,https://www.learfieldamplify.com,https://www.careerbuilder.com/job-details/account-executive-revenue-generation-university-of-oregon-eugene-or--72c337ca-fd06-4c71-b67d-c15857d4e8aa
Marketing Director - B2C Growth & Lead Generation,SpaceManager Closets,"Houston, TX",2026-08-19,https://www.careerbuilder.com/job-details/marketing-director-b2c-growth-lead-generation-houston-tx--96200fe8-cc09-4d11-bc4b-85b294728a4d,https://www.spacemanagerclosets.com,Actively Hiring,"SpaceManager Closets Marketing Director - B2C Growth & Lead Generation Houston, TX 30+ days ago",CareerBuilder,https://www.spacemanagerclosets.com,https://www.careerbuilder.com/job-details/marketing-director-b2c-growth-lead-generation-houston-tx--96200fe8-cc09-4d11-bc4b-85b294728a4d
Lead Generation Representative - Remote,UnitedHealth Group Inc.,"Minnetonka, MN",2026-09-08,https://www.careerbuilder.com/job-details/lead-generation-representative-remote-minnetonka-mn--90417b60-442d-4159-911a-f21149048f67,https://www.unitedhealth.com,Actively Hiring,"UnitedHealth Group Inc. Lead Generation Representative - Remote Minnetonka, MN Remote $50,000–$115,000 / year 10 days ago",CareerBuilder,https://www.unitedhealth.com,https://www.careerbuilder.com/job-details/lead-generation-representative-remote-minnetonka-mn--90417b60-442d-4159-911a-f21149048f67
Demand Generation & ABM Lead,Afresh,"San Francisco, CA",2026-09-14,https://www.careerbuilder.com/job-details/demand-generation-abm-lead-san-francisco-ca--baea4556-08f6-41dd-9d77-a7d188827fa9,https://www.afresh.com,Actively Hiring,"Afresh New Demand Generation & ABM Lead San Francisco, CA $158,400–$237,600 / year 4 days ago",CareerBuilder,https://www.afresh.com,https://www.careerbuilder.com/job-details/demand-generation-abm-lead-san-francisco-ca--baea4556-08f6-41dd-9d77-a7d188827fa9
"Director, Lead Generation",MDVIP Inc,Chennai,2026-08-19,https://www.careerbuilder.com/job-details/director-lead-generation--68a63ef9-92e0-4c9c-8ee9-95875337479e,https://www.mdvip.com,Actively Hiring,"Role: Director, Lead Generation | Company: MDVIP Inc | Location: Chennai",CareerBuilder,https://www.mdvip.com,https://www.careerbuilder.com/job-details/director-lead-generation--68a63ef9-92e0-4c9c-8ee9-95875337479e
Lead Generation Specialist,"EON Applications, Inc.","McKinney, Texas",2026-09-14,https://www.careerbuilder.com/job-details/lead-generation-specialist-mckinney-tx--d5bc0307-f2bc-4fce-94b6-4dfb4cd4daf6,https://www.eonapplications.com,Actively Hiring,"EON Applications, Inc. New Lead Generation Specialist McKinney, Texas Quick Apply 4 days ago",CareerBuilder,https://www.eonapplications.com,https://www.careerbuilder.com/job-details/lead-generation-specialist-mckinney-tx--d5bc0307-f2bc-4fce-94b6-4dfb4cd4daf6
Demand Generation Lead,Attio,"New York, NY",2026-08-19,https://www.careerbuilder.com/job-details/demand-generation-lead-new-york-ny--b955768d-a79d-4422-9b51-376c1004f091,https://www.attio.com,Actively Hiring,"Attio Demand Generation Lead New York, NY $185,000–$225,000 / year 30+ days ago",CareerBuilder,https://www.attio.com,https://www.careerbuilder.com/job-details/demand-generation-lead-new-york-ny--b955768d-a79d-4422-9b51-376c1004f091
Senior Electrical Engineering Project Discipline Lead: Gas Power Generation,Jacobs Solutions Inc,"Denver, CO",2026-08-19,https://www.careerbuilder.com/job-details/senior-electrical-engineering-project-discipline-lead-gas-power-generation-denver-co--dffa69b2-e508-4ad0-a3c6-8180f3043681,https://www.jacobs.com,Actively Hiring,"Jacobs Solutions Inc Senior Electrical Engineering Project Discipline Lead: Gas Power Generation Denver, CO $169,500–$296,500 / year 30+ days ago",CareerBuilder,https://www.jacobs.com,https://www.careerbuilder.com/job-details/senior-electrical-engineering-project-discipline-lead-gas-power-generation-denver-co--dffa69b2-e508-4ad0-a3c6-8180f3043681
Head of Lead Generation,KUNGFU.AI,"Austin, TX",2026-09-04,https://www.careerbuilder.com/job-details/head-of-lead-generation-austin-tx--17a273b5-dea3-452e-aa6d-6707a440f80e,https://www.kungfuai.com,Actively Hiring,"Role: Head of Lead Generation | Company: KUNGFU.AI | Location: Austin, TX",CareerBuilder,https://www.kungfuai.com,https://www.careerbuilder.com/job-details/head-of-lead-generation-austin-tx--17a273b5-dea3-452e-aa6d-6707a440f80e
Lead Generation Specialist,CK Hutchison Holdings Ltd,Chennai,2026-08-31,https://www.careerbuilder.com/job-details/lead-generation-specialist--3a69b658-fd08-44a6-81ca-2c779af72421,https://www.ckhutchisonltd.com,Actively Hiring,CK Hutchison Holdings Ltd Lead Generation Specialist Remote $11.50–$16.10 / hour 18 days ago,CareerBuilder,https://www.ckhutchisonltd.com,https://www.careerbuilder.com/job-details/lead-generation-specialist--3a69b658-fd08-44a6-81ca-2c779af72421
Field Sales Representative (Door-to-Door Lead Generation / Outside Sales),Keycafe,"Dallas, TX",2026-08-19,https://www.careerbuilder.com/job-details/field-sales-representative-door-to-door-lead-generation-outside-sales-dallas-tx--29003b6a-3ea9-4cc5-a68d-89ee6695628c,https://www.keycafe.com,Actively Hiring,"Keycafe Field Sales Representative (Door-to-Door Lead Generation / Outside Sales) Dallas, TX $55,000–$75,000 / year 30+ days ago",CareerBuilder,https://www.keycafe.com,https://www.careerbuilder.com/job-details/field-sales-representative-door-to-door-lead-generation-outside-sales-dallas-tx--29003b6a-3ea9-4cc5-a68d-89ee6695628c
Field Sales Representative (Door-To-Door Lead Generation / Outside Sales),Keycafe,"Dallas, TX",2026-08-19,https://www.careerbuilder.com/job-details/field-sales-representative-door-to-door-lead-generation-outside-sales-dallas-tx--6c7673f7-eb6a-4898-87fa-946bec128f91,https://www.keycafe.com,Actively Hiring,"Keycafe Field Sales Representative (Door-To-Door Lead Generation / Outside Sales) Dallas, TX $55,000–$75,000 / year 30+ days ago",CareerBuilder,https://www.keycafe.com,https://www.careerbuilder.com/job-details/field-sales-representative-door-to-door-lead-generation-outside-sales-dallas-tx--6c7673f7-eb6a-4898-87fa-946bec128f91
Remote Lead Generation Agent (Remote),MN Talent Recruitment,"Orlando, FL",2026-08-19,https://www.careerbuilder.com/job-details/remote-lead-generation-agent-remote-orlando-fl--ae1aa681-4f07-4401-9894-6be9cfac5e86,https://www.mntalentrecruitment.com,Actively Hiring,"MN Talent Recruitment Remote Lead Generation Agent (Remote) Orlando, FL Remote 30+ days ago",CareerBuilder,https://www.mntalentrecruitment.com,https://www.careerbuilder.com/job-details/remote-lead-generation-agent-remote-orlando-fl--ae1aa681-4f07-4401-9894-6be9cfac5e86
Lead Generation Specialist,Savers Value Village Inc,"El Paso, TX",2026-08-31,https://www.careerbuilder.com/job-details/lead-generation-specialist-el-paso-tx--c43bc4dc-c91c-4c5a-a890-26a5168c8280,https://www.saversvaluevillage.com,Actively Hiring,"Savers Value Village Inc Lead Generation Specialist El Paso, TX Remote $11.50–$16.10 / hour 18 days ago",CareerBuilder,https://www.saversvaluevillage.com,https://www.careerbuilder.com/job-details/lead-generation-specialist-el-paso-tx--c43bc4dc-c91c-4c5a-a890-26a5168c8280
"B2B Lead Generation Specialist (Part-time, Remote)",EXPERT BUSINESS DEVELOPMENT LLC,"Radnor, PA",2026-09-12,https://www.careerbuilder.com/job-details/b2b-lead-generation-specialist-part-time-remote-radnor-pa--06d96c33-db14-413f-b00f-58d3ced9b3e0,https://www.expertbusinessdevelopment.com,Actively Hiring,"EXPERT BUSINESS DEVELOPMENT LLC New B2B Lead Generation Specialist (Part-time, Remote) Radnor, PA Remote $25–$38 / hour Part time 6 days ago",CareerBuilder,https://www.expertbusinessdevelopment.com,https://www.careerbuilder.com/job-details/b2b-lead-generation-specialist-part-time-remote-radnor-pa--06d96c33-db14-413f-b00f-58d3ced9b3e0
Direct Hire Opportunity//Lead Electrical Engineering Technician - Advanced Power Generation (APG)//Multiple Locations,"TPI Global (formerly Tech Providers, Inc.)","Overland Park, KS",2026-08-19,https://www.careerbuilder.com/job-details/direct-hire-opportunity-lead-electrical-engineering-technician-advanced-power-generation-apg-multiple-locations-overland-park-ks--5f12ff0e-f746-4386-96c1-fc332e86e2bd,https://www.tpiglobalformerlyproviders.com,Actively Hiring,"TPI Global (formerly Tech Providers, Inc.) Direct Hire Opportunity//Lead Electrical Engineering Technician - Advanced Power Generation (APG)//Multiple Locations Overland Park, KS Quick Apply 30+ days ago",CareerBuilder,https://www.tpiglobalformerlyproviders.com,https://www.careerbuilder.com/job-details/direct-hire-opportunity-lead-electrical-engineering-technician-advanced-power-generation-apg-multiple-locations-overland-park-ks--5f12ff0e-f746-4386-96c1-fc332e86e2bd
Marketing Director - B2C Growth & Lead Generation,MedEquip Shop,"Houston, TX",2026-08-19,https://www.careerbuilder.com/job-details/marketing-director-b2c-growth-lead-generation-houston-tx--8695a22d-5a6d-4486-a259-05c9b755675b,https://www.medequipshop.com,Actively Hiring,"MedEquip Shop Marketing Director - B2C Growth & Lead Generation Houston, TX Full time 30+ days ago",CareerBuilder,https://www.medequipshop.com,https://www.careerbuilder.com/job-details/marketing-director-b2c-growth-lead-generation-houston-tx--8695a22d-5a6d-4486-a259-05c9b755675b
Demand Generation Lead,Perplexity AI,"San Francisco, CA",2026-08-19,https://www.careerbuilder.com/job-details/demand-generation-lead-san-francisco-ca--05af45fb-1598-4bba-bc84-f5e9300cd234,https://www.perplexityai.com,Actively Hiring,"Perplexity AI Demand Generation Lead San Francisco, CA 30+ days ago",CareerBuilder,https://www.perplexityai.com,https://www.careerbuilder.com/job-details/demand-generation-lead-san-francisco-ca--05af45fb-1598-4bba-bc84-f5e9300cd234
National Lead - Gas Power Generation,Jacobs Solutions Inc,"Denver, CO",2026-08-19,https://www.careerbuilder.com/job-details/national-lead-gas-power-generation-denver-co--a8dbba83-9ac6-4e34-845e-1debcefb1019,https://www.jacobs.com,Actively Hiring,"Jacobs Solutions Inc National Lead - Gas Power Generation Denver, CO $170,400–$235,000 / year 30+ days ago",CareerBuilder,https://www.jacobs.com,https://www.careerbuilder.com/job-details/national-lead-gas-power-generation-denver-co--a8dbba83-9ac6-4e34-845e-1debcefb1019
Project Management Lead - Power Generation Systems Southern California,Jacobs Solutions Inc,"Fort Worth, TX",2026-09-15,https://www.careerbuilder.com/job-details/project-management-lead-power-generation-systems-southern-california-fort-worth-tx--46fc5e93-b264-4fbe-9870-378f40971be9,https://www.jacobs.com,Actively Hiring,"Jacobs Solutions Inc New Project Management Lead - Power Generation Systems Southern California Fort Worth, TX $182,300–$239,325 / year 3 days ago",CareerBuilder,https://www.jacobs.com,https://www.careerbuilder.com/job-details/project-management-lead-power-generation-systems-southern-california-fort-worth-tx--46fc5e93-b264-4fbe-9870-378f40971be9
Lead Generation Specialist (Outbound),"Konica Minolta Business Solutions, U.S.A., Inc.","Ramsey, New Jersey",2026-08-19,https://www.careerbuilder.com/job-details/21779763-265e-4c07-90b8-f6bf866c0c47,https://www.konicaminoltabusinessusa.com,Actively Hiring,"Konica Minolta Business Solutions, U.S.A., Inc. Lead Generation Specialist (Outbound) Ramsey, New Jersey Full time 30+ days ago",CareerBuilder,https://www.konicaminoltabusinessusa.com,https://www.careerbuilder.com/job-details/21779763-265e-4c07-90b8-f6bf866c0c47
Outbound Lead Generation Associate,Konica Minolta Business Solutions USA Inc,NJ,2026-08-19,https://www.careerbuilder.com/job-details/44c1c9ea-cb5c-4145-95d9-89707c4b5028,https://www.konicaminoltabusinessusa.com,Actively Hiring,Konica Minolta Business Solutions USA Inc Outbound Lead Generation Associate NJ 30+ days ago,CareerBuilder,https://www.konicaminoltabusinessusa.com,https://www.careerbuilder.com/job-details/44c1c9ea-cb5c-4145-95d9-89707c4b5028
"Executive Director, Asset Strategy Lead and Clinical Lead, Early Development",Syndax Pharmaceuticals Inc,"New York, NY",2026-08-23,https://www.careerbuilder.com/job-details/executive-director-asset-strategy-lead-and-clinical-lead-early-development-new-york-ny--92039bcd-b7cd-4f2c-9389-b28b51a1a3f3,https://www.syndaxpharmaceuticals.com,Actively Hiring,"Syndax Pharmaceuticals Inc Executive Director, Asset Strategy Lead and Clinical Lead, Early Development New York, NY Remote $390,000–$420,000 / year 26 days ago",CareerBuilder,https://www.syndaxpharmaceuticals.com,https://www.careerbuilder.com/job-details/executive-director-asset-strategy-lead-and-clinical-lead-early-development-new-york-ny--92039bcd-b7cd-4f2c-9389-b28b51a1a3f3
"Executive Director, Asset Strategy Lead And Clinical Lead, Early Development",Syndax,"New York, NY",2026-08-23,https://www.careerbuilder.com/job-details/executive-director-asset-strategy-lead-and-clinical-lead-early-development-new-york-ny--de2fe79d-aff4-4a96-8e30-6a658ac9892f,https://www.syndax.com,Actively Hiring,"Syndax Executive Director, Asset Strategy Lead And Clinical Lead, Early Development New York, NY Remote $370,000–$400,000 / year 26 days ago",CareerBuilder,https://www.syndax.com,https://www.careerbuilder.com/job-details/executive-director-asset-strategy-lead-and-clinical-lead-early-development-new-york-ny--de2fe79d-aff4-4a96-8e30-6a658ac9892f
